date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:14:45	17867/17867	---MCZ	200	added ('OK')	text/html	etag:%22246cd8d68a13a36b19327f13f02b4a99-ssl-df%22	https://ecetfreedom.netlify.app/	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/index.html	(from )
10:14:45	1444/1444	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/robots.txt		(from )
10:14:46	25091/25091	---M--	200	added ('OK')	image/jpeg	etag:%22edcecb283e13911978180d8f83e24a4b-ssl%22	https://ecetfreedom.netlify.app/images/title-logo.JPG	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/title-logo.jpg	(from https://ecetfreedom.netlify.app/)
10:14:47	7851/7851	---MCZ	200	added ('OK')	text/css	etag:%223f699881f219cd4f7b5115afb8e300f3-ssl-df%22	https://ecetfreedom.netlify.app/css/index.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/index.css	(from https://ecetfreedom.netlify.app/)
10:14:48	10538/10538	---MCZ	200	added ('OK')	text/css	etag:%220233e7cf6c30935679da0e7d2eb8ec96-ssl-df%22	https://ecetfreedom.netlify.app/css/navbar2.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/navbar2.css	(from https://ecetfreedom.netlify.app/)
10:14:48	2014/2014	---M-Z	200	added ('OK')	text/css	etag:%22bfd380cef033de93f0d98ef0d4fa2d26-ssl-df%22	https://ecetfreedom.netlify.app/css/account.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/account.css	(from https://ecetfreedom.netlify.app/)
10:14:49	1021/1021	---M--	200	added ('OK')	text/css	etag:%22d800b6ca9c8b25b3a7ec5bcf4d36d50f-ssl%22	https://ecetfreedom.netlify.app/css/footer.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/footer.css	(from https://ecetfreedom.netlify.app/)
10:14:49	1004/1004	---M--	200	added ('OK')	text/css	etag:%22b2fd835f2326eb6edd4a6a4c3862d25c-ssl%22	https://ecetfreedom.netlify.app/css/style.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/style.css	(from https://ecetfreedom.netlify.app/)
10:14:51	5042/5042	---MCZ	200	added ('OK')	text/css	etag:%22ef7d8bfc5e59f9dc3ea88950e615a7ee-ssl-df%22	https://ecetfreedom.netlify.app/css/load.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/load.css	(from https://ecetfreedom.netlify.app/)
10:14:51	22/22	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2020%20Nov%202022%2004:44:23%20GMT	https://kit.fontawesome.com/a076d05399.js	C:/My%20Web%20Sites/EcetCoach/kit.fontawesome.com/a076d05399.7.delayed	(from https://ecetfreedom.netlify.app/)
10:14:52	71752/71752	---M-Z	200	added ('OK')	text/css	etag:%225eb436a8-11848%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.css	C:/My%20Web%20Sites/EcetCoach/cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.css	(from https://ecetfreedom.netlify.app/)
10:14:52	160403/160403	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:10%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.css	C:/My%20Web%20Sites/EcetCoach/maxcdn.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.css	(from https://ecetfreedom.netlify.app/)
10:14:53	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/My%20Web%20Sites/EcetCoach/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://ecetfreedom.netlify.app/)
10:14:54	21257/21257	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-5309%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.0/umd/popper.min.js	C:/My%20Web%20Sites/EcetCoach/cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.0/umd/popper.min.js	(from https://ecetfreedom.netlify.app/)
10:14:54	60174/60174	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:10%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.js	C:/My%20Web%20Sites/EcetCoach/maxcdn.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.js	(from https://ecetfreedom.netlify.app/)
10:14:54	1500/1500	---M-Z	200	added ('OK')	application/javascript	etag:%22cd9acbe35cc7a39ec4085c6302cfdf5b-ssl-df%22	https://ecetfreedom.netlify.app/js/index.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/js/index.js	(from https://ecetfreedom.netlify.app/)
10:14:55	114117/114117	---M--	200	added ('OK')	image/jpeg	etag:%22b4477146416ec2763c0898c1d6481d1c-ssl%22	https://ecetfreedom.netlify.app/eslogo1.2.jpg	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/eslogo1.2.jpg	(from https://ecetfreedom.netlify.app/)
10:14:56	31017/31017	---M--	200	added ('OK')	image/jpeg	etag:%2201831c5c90cf43cb66a0b2453988efc2-ssl%22	https://ecetfreedom.netlify.app/logo.jpg	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/logo.jpg	(from https://ecetfreedom.netlify.app/)
10:14:56	17867/17867	---MCZ	200	added ('OK')	text/html	etag:%22246cd8d68a13a36b19327f13f02b4a99-ssl-df%22	https://ecetfreedom.netlify.app/index.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/index-2.html	(from https://ecetfreedom.netlify.app/)
10:14:56	2261/2261	---M--	200	added ('OK')	image/png	etag:%22112316d2438d2bff0840d9c6d72a6e89-ssl%22	https://ecetfreedom.netlify.app/images/dropright.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/dropright.png	(from https://ecetfreedom.netlify.app/)
10:14:57	12861/12861	---MCZ	200	added ('OK')	text/html	etag:%22fa67b667273438a4b10bf2cbe356f121-ssl-df%22	https://ecetfreedom.netlify.app/pp.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/pp.html	(from https://ecetfreedom.netlify.app/)
10:14:57	12380/12380	---MCZ	200	added ('OK')	text/html	etag:%221365845cbb3f8e5d10760ee48571cf09-ssl-df%22	https://ecetfreedom.netlify.app/techp.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/techp.html	(from https://ecetfreedom.netlify.app/)
10:14:58	11021/11021	---MCZ	200	added ('OK')	text/html	etag:%22dee9962cd7cdc2f7c6b7614da65c5cd0-ssl-df%22	https://ecetfreedom.netlify.app/nontechp.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/nontechp.html	(from https://ecetfreedom.netlify.app/)
10:14:58	14465/14465	---MCZ	200	added ('OK')	text/html	etag:%228094b8f54efab17307bc6fd483ade3a3-ssl-df%22	https://ecetfreedom.netlify.app/mockstart.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/mockstart.html	(from https://ecetfreedom.netlify.app/)
10:14:59	9133/9133	---MCZ	200	added ('OK')	text/html	etag:%223366ac3b39edbea82e018f0b907438c8-ssl-df%22	https://ecetfreedom.netlify.app/about.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/about.html	(from https://ecetfreedom.netlify.app/)
10:15:00	12146/12146	---M--	200	added ('OK')	image/png	etag:%22c0636cd7ccce4910c2af1aa5797e9bae-ssl%22	https://ecetfreedom.netlify.app/images/profile.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/profile.png	(from https://ecetfreedom.netlify.app/)
10:15:00	12114/12114	---M--	200	added ('OK')	image/png	etag:%222781afb786bd15030e34df250431e32b-ssl%22	https://ecetfreedom.netlify.app/images/logout.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/logout.png	(from https://ecetfreedom.netlify.app/)
10:15:01	11917/11917	---MCZ	200	added ('OK')	text/html	etag:%22b756d4102f85a0e216d0682a0a7c9d65-ssl-df%22	https://ecetfreedom.netlify.app/result.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/result.html	(from https://ecetfreedom.netlify.app/)
10:15:01	36786/36786	---M--	200	added ('OK')	image/png	etag:%2200c41e0fcfbf08a1723ee17bc4d00bb6-ssl%22	https://ecetfreedom.netlify.app/images/tspp1.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/tspp1.png	(from https://ecetfreedom.netlify.app/)
10:15:02	26549/26549	---M--	200	added ('OK')	image/png	etag:%22ac8433339b13b3b86bbce27f403403d8-ssl%22	https://ecetfreedom.netlify.app/images/mock.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/mock.png	(from https://ecetfreedom.netlify.app/)
10:15:03	49648/49648	---M--	200	added ('OK')	image/png	etag:%226919120c2d80fda7f26f87f2583474cc-ssl%22	https://ecetfreedom.netlify.app/images/abt3.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/abt3.png	(from https://ecetfreedom.netlify.app/)
10:15:03	250669/250669	---M--	200	added ('OK')	image/png	etag:%2205611cdf3d95df345e35ba32dc727f52-ssl%22	https://ecetfreedom.netlify.app/images/insta.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/insta.png	(from https://ecetfreedom.netlify.app/)
10:15:04	7494/7494	---M--	200	added ('OK')	image/png	etag:%22c73f1425d5fc315b7ce8d53843926bd5-ssl%22	https://ecetfreedom.netlify.app/images/fb.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/fb.png	(from https://ecetfreedom.netlify.app/)
10:15:04	1257/1257	---M-Z	200	added ('OK')	application/javascript	etag:%2281ee2726006c4172eb39b8df78d6fed0-ssl-df%22	https://ecetfreedom.netlify.app/js/nav.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/js/nav.js	(from https://ecetfreedom.netlify.app/)
10:15:05	1393/1393	---M-Z	200	added ('OK')	application/javascript	etag:%22408bb44568120de65ea707cc3f871040-ssl-df%22	https://ecetfreedom.netlify.app/js/rocket.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/js/rocket.js	(from https://ecetfreedom.netlify.app/)
10:15:05	5259/5259	---MCZ	200	added ('OK')	application/javascript	etag:%223dfa0b35d6032e3183f20bff88ed7cc3-ssl-df%22	https://ecetfreedom.netlify.app/js/firebase.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/js/firebase.js	(from https://ecetfreedom.netlify.app/)
10:15:06	13927/13927	---MCZ	200	added ('OK')	text/html	etag:%226df1c2e1c447bce5fb93bbe3b64720cc-ssl-df%22	https://ecetfreedom.netlify.app/syllabus.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/syllabus.html	(from https://ecetfreedom.netlify.app/)
10:15:06	24148/24148	---M--	200	added ('OK')	image/jpeg	etag:%22dafbceb82256b6948a7f2497a39e6d13-ssl%22	https://ecetfreedom.netlify.app/images/home7.jpg	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/home7.jpg	(from https://ecetfreedom.netlify.app/css/index.css)
10:15:07	51373/51373	---M--	200	added ('OK')	image/png	etag:%221f389df99a5824902d56f8ae9c24407a-ssl%22	https://ecetfreedom.netlify.app/images/fade2.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/fade2.png	(from https://ecetfreedom.netlify.app/css/index.css)
10:15:07	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/3.bp.blogspot.com/-GZOBULN1Q4s/VbNxQrf37EI/AAAAAAAAAPk/rak337seJ70/s1600/Ask.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/3.bp.blogspot.com/-GZOBULN1Q4s/VbNxQrf37EI/AAAAAAAAAPk/rak337seJ70/s1600/Ask.25.delayed	(from https://ecetfreedom.netlify.app/css/navbar2.css)
10:15:07	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/1.bp.blogspot.com/-UR9I7YEuEUY/VXIJn8MrBPI/AAAAAAAAKRE/qZObHBd5zIo/s1600/rocket.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/1.bp.blogspot.com/-UR9I7YEuEUY/VXIJn8MrBPI/AAAAAAAAKRE/qZObHBd5zIo/s1600/rocket.26.delayed	(from https://ecetfreedom.netlify.app/css/navbar2.css)
10:15:08	25091/25091	---M--	200	added ('OK')	image/jpeg	etag:%22edcecb283e13911978180d8f83e24a4b-ssl%22	https://ecetfreedom.netlify.app/images/title-logo.jpg	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/title-logo-2.jpg	(from https://ecetfreedom.netlify.app/pp.html)
10:15:08	1276/1276	---M-Z	200	added ('OK')	text/css	etag:%229672fe9d299478c2a8f421ac72fb275d-ssl-df%22	https://ecetfreedom.netlify.app/css/pp.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/pp.css	(from https://ecetfreedom.netlify.app/pp.html)
10:15:09	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/kit.fontawesome.com/a076d05399.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/kit.fontawesome.com/a076d05399.29.delayed	(from https://ecetfreedom.netlify.app/pp.html)
10:15:09	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/maxcdn.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/maxcdn.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.2a.delayed	(from https://ecetfreedom.netlify.app/pp.html)
10:15:10	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.2b.delayed	(from https://ecetfreedom.netlify.app/pp.html)
